student_id,name,branch,guardian_contact,mentor_id,rolling_attendance_90d,overall_avg_score,max_attempts_overall,avg_score_Mathematics-I,avg_score_Physics,avg_score_Programming,amount_due,amount_paid,status,overdue_days,risk_score,risk_reasons,risk_band
2487,Vyanjana Modi,Electrical,9876540487,1021,95.55555555555556,74.61,3,84.82,61.57333333333333,77.43666666666667,150000,150000,Paid,59,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2488,Upkaar Sibal,Computer Science,9876540488,1012,93.33333333333333,64.86,3,43.98333333333333,72.23,78.36666666666667,150000,150000,Paid,43,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2489,Yagnesh Chokshi,Electronics,9876540489,1008,96.66666666666667,71.47,3,80.20666666666666,76.52666666666666,57.67666666666667,150000,150000,Paid,60,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2490,Chakradev Bansal,Mechanical,9876540490,1040,96.66666666666667,66.07444444444444,3,82.05333333333333,37.376666666666665,78.79333333333334,150000,150000,Paid,38,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2491,Ranveer Upadhyay,Civil,9876540491,1024,97.77777777777777,82.73222222222222,3,81.85333333333334,90.10333333333334,76.24,150000,150000,Paid,58,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2492,Gautam Dhingra,Electronics,9876540492,1014,76.66666666666667,60.50444444444444,3,70.90666666666667,43.96333333333333,66.64333333333333,150000,150000,Paid,30,70,"Attendance 76.67% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2493,Anamika Sane,Mechanical,9876540493,1033,91.11111111111111,78.69555555555556,3,73.72333333333334,79.58,82.78333333333335,150000,150000,Paid,32,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2494,Gaurav Walla,Electronics,9876540494,1002,94.44444444444444,75.32555555555555,3,74.67999999999999,67.15666666666667,84.14,150000,150000,Paid,24,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2495,Advik Choudhary,Computer Science,9876540495,1037,96.66666666666667,73.05333333333334,3,74.44666666666667,64.91,79.80333333333333,150000,150000,Paid,26,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2496,Kavya Dewan,Electronics,9876540496,1017,96.66666666666667,62.60888888888889,3,77.56333333333333,78.49,31.77333333333333,150000,150000,Paid,40,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2497,Nikita Date,Civil,9876540497,1033,97.77777777777777,83.57777777777778,3,85.14,83.27,82.32333333333332,150000,150000,Paid,67,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2498,Patrick Madan,Mechanical,9876540498,1018,95.55555555555556,78.86555555555555,3,80.12,82.49,73.98666666666666,150000,150000,Paid,35,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2499,Abdul Magar,Electronics,9876540499,1025,90.0,56.632222222222225,3,69.77333333333333,66.94,33.18333333333333,150000,150000,Paid,16,70,"Overall Avg Score 56.63% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2500,Ijaya Grewal,Mechanical,9876540500,1044,96.66666666666667,78.82777777777778,3,81.39666666666666,75.14333333333333,79.94333333333334,150000,150000,Paid,71,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2501,Quincy Borra,Mechanical,9876540501,1031,96.66666666666667,60.275555555555556,3,74.23333333333333,29.63,76.96333333333332,150000,150000,Paid,31,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2502,Radhika Prashad,Computer Science,9876540502,1031,95.55555555555556,78.76444444444445,3,76.84666666666668,85.88666666666666,73.56,150000,150000,Paid,23,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2503,Upasna Nori,Civil,9876540503,1033,97.77777777777777,69.9511111111111,3,65.51,72.19,72.15333333333332,150000,150000,Paid,48,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2504,Oviya Savant,Computer Science,9876540504,1038,95.55555555555556,59.339999999999996,3,75.83,71.33,30.86,150000,150000,Paid,42,85,"Overall Avg Score 59.34% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2505,Bhavini Dada,Civil,9876540505,1016,71.11111111111111,79.27666666666667,3,82.64333333333333,74.78333333333333,80.40333333333334,150000,150000,Paid,16,70,"Attendance 71.11% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2506,Faqid Narula,Civil,9876540506,1011,95.55555555555556,70.7188888888889,3,75.58333333333333,70.29,66.28333333333333,150000,150000,Paid,21,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2507,Zehaan Parmar,Computer Science,9876540507,1025,94.44444444444444,65.36222222222221,3,89.55,73.64666666666666,32.89,150000,150000,Paid,60,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2508,Robert Nazareth,Electrical,9876540508,1046,92.22222222222223,76.94222222222223,3,82.77333333333333,71.35666666666667,76.69666666666667,150000,150000,Paid,50,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2509,Nachiket Hans,Computer Science,9876540509,1026,96.66666666666667,75.04777777777778,3,80.67666666666668,72.82000000000001,71.64666666666666,150000,150000,Paid,23,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2510,Upadhriti Kannan,Computer Science,9876540510,1047,94.44444444444444,82.69222222222223,3,82.02666666666666,79.53666666666668,86.51333333333332,150000,98928,Partial,88,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2511,Indali Brar,Electrical,9876540511,1012,96.66666666666667,73.64888888888889,3,72.22000000000001,75.45333333333333,73.27333333333333,150000,150000,Paid,50,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2512,Riya Ravi,Electronics,9876540512,1013,96.66666666666667,82.19,3,84.54666666666667,79.40333333333332,82.61999999999999,150000,150000,Paid,29,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2513,Inaya Deo,Electrical,9876540513,1001,97.77777777777777,76.85888888888888,3,74.89999999999999,80.07000000000001,75.60666666666667,150000,150000,Paid,66,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2514,Harinakshi Edwin,Mechanical,9876540514,1011,93.33333333333333,80.7811111111111,3,85.5,79.90333333333334,76.94,150000,150000,Paid,19,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2515,Yatan Wagle,Electrical,9876540515,1007,96.66666666666667,79.42,3,74.64666666666666,83.76,79.85333333333334,150000,150000,Paid,34,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2516,Tanveer Garde,Electrical,9876540516,1024,94.44444444444444,72.36333333333333,3,63.36333333333334,76.41000000000001,77.31666666666666,150000,150000,Paid,57,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2517,Kamala Pau,Civil,9876540517,1033,95.55555555555556,79.60555555555555,3,78.85666666666667,80.11,79.85000000000001,150000,150000,Paid,68,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2518,Jeet Deol,Electrical,9876540518,1032,90.0,76.74444444444445,3,78.16333333333334,79.06666666666666,73.00333333333334,150000,150000,Paid,58,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2519,Balendra Atwal,Civil,9876540519,1037,94.44444444444444,45.96888888888889,3,74.61,31.126666666666665,32.17,150000,150000,Paid,44,100,"Overall Avg Score 45.97% (35-50%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Red
2520,Nandini Lanka,Mechanical,9876540520,1023,95.55555555555556,73.7688888888889,3,72.96666666666667,67.43333333333334,80.90666666666668,150000,150000,Paid,66,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2521,Kritika Korpal,Civil,9876540521,1007,94.44444444444444,73.14333333333333,3,71.94,74.22666666666667,73.26333333333334,150000,150000,Paid,36,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2522,Tanay Manda,Electronics,9876540522,1045,94.44444444444444,68.74222222222221,3,73.20666666666666,68.48,64.54,150000,150000,Paid,66,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2523,Lavanya Seth,Civil,9876540523,1034,97.77777777777777,51.187777777777775,3,54.376666666666665,65.96666666666667,33.22,150000,150000,Paid,31,85,"Overall Avg Score 51.19% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2524,Nandini Iyengar,Electrical,9876540524,1039,90.0,72.08111111111111,3,75.21333333333332,69.81666666666666,71.21333333333334,150000,150000,Paid,22,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2525,Xiti Sani,Electrical,9876540525,1011,91.11111111111111,68.56222222222223,3,79.80666666666667,83.40666666666667,42.473333333333336,150000,0,Overdue,192,90,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (>90 days)",Amber
2526,Widisha Srinivas,Electronics,9876540526,1035,93.33333333333333,83.01555555555555,3,78.50666666666666,89.15333333333335,81.38666666666667,150000,150000,Paid,58,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2527,Kashish Thakkar,Mechanical,9876540527,1000,91.11111111111111,73.29777777777778,3,73.19333333333333,75.94666666666667,70.75333333333333,150000,150000,Paid,21,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2528,Ryan Pandey,Computer Science,9876540528,1045,94.44444444444444,77.84333333333333,3,76.67,69.39,87.46999999999998,150000,150000,Paid,64,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2529,Ekaraj Ramanathan,Mechanical,9876540529,1045,94.44444444444444,75.19,3,64.47,85.53333333333335,75.56666666666666,150000,150000,Paid,73,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2530,Aradhana Goda,Electronics,9876540530,1016,88.88888888888889,74.71,3,78.23,79.29333333333334,66.60666666666667,150000,0,Overdue,175,90,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (>90 days)",Amber
2531,Atharv Issac,Mechanical,9876540531,1017,93.33333333333333,79.80111111111111,3,81.17666666666666,82.04333333333334,76.18333333333334,150000,0,Overdue,89,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2532,Jagrati Bobal,Computer Science,9876540532,1009,94.44444444444444,80.29777777777778,3,83.86666666666667,81.60000000000001,75.42666666666668,150000,150000,Paid,16,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2533,Atharv Sama,Mechanical,9876540533,1037,94.44444444444444,63.76111111111111,3,79.83999999999999,77.73,33.71333333333333,150000,150000,Paid,42,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2534,Joshua Nadig,Electrical,9876540534,1005,92.22222222222223,74.93,3,74.86,85.64,64.29,150000,150000,Paid,30,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2535,Max Lalla,Computer Science,9876540535,1034,96.66666666666667,75.6888888888889,3,78.32666666666667,72.67333333333333,76.06666666666666,150000,150000,Paid,62,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2536,Aadi Ramakrishnan,Electronics,9876540536,1011,93.33333333333333,59.88444444444445,3,34.42,75.53666666666666,69.69666666666667,150000,150000,Paid,59,85,"Overall Avg Score 59.88% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2537,Andrew Varughese,Civil,9876540537,1043,96.66666666666667,60.93111111111111,3,73.37,80.01666666666667,29.406666666666666,150000,150000,Paid,35,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2538,Zayan Raval,Electrical,9876540538,1038,94.44444444444444,58.49222222222223,3,64.18,25.25,86.04666666666667,150000,150000,Paid,71,85,"Overall Avg Score 58.49% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2539,Patrick Puri,Computer Science,9876540539,1002,95.55555555555556,76.65555555555555,3,86.36333333333333,75.60333333333334,68.0,150000,150000,Paid,30,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2540,Mahika Sanghvi,Computer Science,9876540540,1003,77.77777777777779,83.56555555555556,3,81.49,86.47333333333334,82.73333333333333,150000,150000,Paid,22,70,"Attendance 77.78% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2541,Isaac Sagar,Electronics,9876540541,1040,92.22222222222223,77.40555555555555,3,71.58666666666666,85.28666666666668,75.34333333333333,150000,150000,Paid,70,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2542,Vyanjana Sarma,Mechanical,9876540542,1020,97.77777777777777,74.17222222222222,3,77.35333333333334,64.78333333333333,80.38,150000,150000,Paid,26,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2543,Warjas Sibal,Computer Science,9876540543,1004,91.11111111111111,74.37777777777778,3,65.51333333333334,79.63666666666667,77.98333333333333,150000,150000,Paid,17,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2544,Mitali Deep,Mechanical,9876540544,1024,92.22222222222223,71.58888888888889,3,73.32,65.42333333333333,76.02333333333333,150000,150000,Paid,44,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2545,Kabir Mody,Electronics,9876540545,1018,87.77777777777777,71.96222222222222,3,71.33,62.13666666666666,82.42,150000,150000,Paid,42,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2546,Imaran Prabhakar,Electrical,9876540546,1016,97.77777777777777,75.22555555555556,3,76.33,76.77666666666667,72.57,150000,150000,Paid,51,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2547,Tejas Tara,Electronics,9876540547,1044,96.66666666666667,63.93555555555557,3,38.660000000000004,70.71666666666667,82.43,150000,150000,Paid,49,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2548,Udarsh Srinivasan,Electronics,9876540548,1042,95.55555555555556,75.35111111111111,3,71.68666666666667,79.36333333333333,75.00333333333333,150000,150000,Paid,15,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2549,Oeshi Mane,Mechanical,9876540549,1020,98.88888888888889,82.63,3,82.58,77.56333333333333,87.74666666666667,150000,0,Overdue,139,90,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (>90 days)",Amber
2550,Anika Suri,Electronics,9876540550,1042,93.33333333333333,77.33999999999999,3,80.44,80.39666666666666,71.18333333333332,150000,150000,Paid,36,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2551,Yashica Bobal,Electronics,9876540551,1028,94.44444444444444,69.55222222222223,3,72.68666666666667,74.37,61.6,150000,150000,Paid,49,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2552,Garima Dhar,Mechanical,9876540552,1003,72.22222222222221,65.33666666666666,3,66.50333333333333,74.00999999999999,55.49666666666666,150000,150000,Paid,46,85,"Attendance 72.22% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2553,Laban Parmer,Computer Science,9876540553,1026,96.66666666666667,66.9688888888889,3,73.66,40.71333333333333,86.53333333333335,150000,150000,Paid,30,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2554,Libni Narang,Computer Science,9876540554,1006,96.66666666666667,64.03666666666666,3,30.50333333333333,84.68666666666667,76.92,150000,150000,Paid,63,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2555,Adya Ben,Computer Science,9876540555,1029,95.55555555555556,76.5411111111111,3,77.53333333333335,73.78,78.31,150000,150000,Paid,37,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2556,Hemangini Mohanty,Civil,9876540556,1024,93.33333333333333,69.99333333333333,3,79.19,90.42666666666666,40.36333333333334,150000,150000,Paid,21,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2557,Udarsh Bava,Mechanical,9876540557,1038,94.44444444444444,72.91888888888889,3,76.16333333333334,72.60333333333334,69.99,150000,150000,Paid,67,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2558,Oni Kumer,Electronics,9876540558,1026,97.77777777777777,71.62555555555555,3,75.69,73.14999999999999,66.03666666666666,150000,150000,Paid,72,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2559,Tanveer Gopal,Mechanical,9876540559,1047,95.55555555555556,65.65666666666667,3,62.38666666666666,63.92666666666667,70.65666666666668,150000,150000,Paid,71,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2560,Zansi Golla,Civil,9876540560,1015,93.33333333333333,44.937777777777775,3,33.20666666666667,78.19666666666667,23.41,150000,0,Overdue,95,115,"Overall Avg Score 44.94% (35-50%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (>90 days)",Red
2561,Aditya Krishna,Computer Science,9876540561,1035,97.77777777777777,56.507777777777775,3,63.93333333333334,31.180000000000003,74.41000000000001,150000,150000,Paid,29,70,"Overall Avg Score 56.51% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2562,Ishani Tiwari,Electronics,9876540562,1049,94.44444444444444,81.64111111111112,3,80.63666666666667,89.41333333333334,74.87333333333333,150000,70614,Partial,69,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2563,Meghana Batra,Computer Science,9876540563,1030,96.66666666666667,71.82111111111111,3,82.50333333333333,66.14333333333333,66.81666666666666,150000,150000,Paid,52,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2564,Saksham Shan,Electronics,9876540564,1006,96.66666666666667,70.98888888888888,3,85.17666666666666,68.06,59.73,150000,150000,Paid,69,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2565,Mohammed Barad,Mechanical,9876540565,1034,92.22222222222223,77.95333333333333,3,86.00333333333333,71.26666666666667,76.59,150000,150000,Paid,51,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2566,Rajata Behl,Electrical,9876540566,1007,94.44444444444444,69.06444444444445,3,87.08999999999999,38.84,81.26333333333334,150000,79393,Partial,96,90,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (>90 days)",Amber
2567,Triveni Kurian,Mechanical,9876540567,1038,96.66666666666667,57.787777777777784,3,36.03333333333333,68.80666666666667,68.52333333333333,150000,150000,Paid,27,70,"Overall Avg Score 57.79% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2568,Advik Mohan,Computer Science,9876540568,1039,93.33333333333333,80.08999999999999,3,81.50666666666666,87.48333333333333,71.28,150000,150000,Paid,45,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2569,Manya Sahota,Electrical,9876540569,1030,74.44444444444444,74.21444444444445,3,73.87666666666667,71.12,77.64666666666666,150000,150000,Paid,61,85,"Attendance 74.44% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2570,Dalbir Kunda,Mechanical,9876540570,1012,92.22222222222223,60.70333333333334,3,77.77,69.13666666666667,35.20333333333333,150000,150000,Paid,29,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2571,Jonathan Bhatia,Mechanical,9876540571,1002,93.33333333333333,83.63444444444445,3,77.69,84.57,88.64333333333333,150000,150000,Paid,71,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2572,Aadi Varghese,Civil,9876540572,1034,73.33333333333333,80.06888888888889,3,85.13666666666667,73.76666666666667,81.30333333333333,150000,150000,Paid,67,85,"Attendance 73.33% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2573,Nidhi Wable,Computer Science,9876540573,1046,95.55555555555556,79.53222222222222,3,74.83333333333333,79.31666666666666,84.44666666666667,150000,74950,Partial,45,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2574,Manya Sami,Computer Science,9876540574,1008,92.22222222222223,75.97111111111111,3,76.48666666666666,74.81333333333333,76.61333333333333,150000,150000,Paid,55,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2575,Matthew Ahuja,Civil,9876540575,1029,95.55555555555556,81.63111111111112,3,88.57,77.16666666666667,79.15666666666667,150000,150000,Paid,33,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2576,Yashvi Kara,Civil,9876540576,1016,94.44444444444444,63.86888888888888,3,73.70333333333333,40.08,77.82333333333334,150000,150000,Paid,69,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2577,Gaurav Sharma,Computer Science,9876540577,1018,96.66666666666667,59.620000000000005,3,28.2,67.36666666666667,83.29333333333334,150000,150000,Paid,36,85,"Overall Avg Score 59.62% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2578,Siya Khare,Electronics,9876540578,1026,94.44444444444444,59.63333333333334,3,78.96666666666667,22.363333333333333,77.57,150000,150000,Paid,58,85,"Overall Avg Score 59.63% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2579,Chavvi Keer,Computer Science,9876540579,1009,91.11111111111111,75.81444444444443,3,81.46,77.02,68.96333333333332,150000,150000,Paid,71,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2580,Zayyan Johal,Computer Science,9876540580,1045,100.0,75.02333333333334,3,75.82333333333334,75.13666666666667,74.11,150000,150000,Paid,52,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2581,Harshil Ravel,Electrical,9876540581,1023,92.22222222222223,77.76111111111112,3,73.81,79.37666666666667,80.09666666666666,150000,150000,Paid,41,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2582,Aahana Bhatti,Mechanical,9876540582,1028,96.66666666666667,81.04444444444444,3,75.16666666666667,86.78666666666668,81.18,150000,150000,Paid,73,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2583,Matthew Garg,Mechanical,9876540583,1027,95.55555555555556,62.29555555555555,3,66.90333333333334,76.22666666666667,43.75666666666666,150000,150000,Paid,41,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2584,Ishani Krishnamurthy,Electrical,9876540584,1014,94.44444444444444,61.30888888888889,3,76.58,76.99333333333334,30.353333333333335,150000,150000,Paid,17,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2585,Faqid Yadav,Mechanical,9876540585,1027,93.33333333333333,70.31222222222222,3,74.22666666666667,73.15333333333332,63.556666666666665,150000,150000,Paid,43,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2586,Bhanumati De,Electronics,9876540586,1002,93.33333333333333,60.59111111111112,3,74.36333333333333,31.063333333333333,76.34666666666668,150000,150000,Paid,42,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2587,Panini Borde,Computer Science,9876540587,1046,96.66666666666667,79.88222222222223,3,73.21666666666667,82.18666666666667,84.24333333333333,150000,150000,Paid,35,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2588,Theodore De,Mechanical,9876540588,1017,95.55555555555556,78.5311111111111,3,76.59,79.61,79.39333333333333,150000,150000,Paid,28,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2589,Lohit Baria,Mechanical,9876540589,1042,92.22222222222223,58.99888888888889,3,69.29,69.39333333333333,38.31333333333333,150000,150000,Paid,54,85,"Overall Avg Score 59.00% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2590,Yachana Pal,Electrical,9876540590,1004,96.66666666666667,65.34444444444445,3,79.42,71.28666666666668,45.326666666666675,150000,150000,Paid,42,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2591,Upkaar Walia,Civil,9876540591,1005,95.55555555555556,75.71444444444444,3,78.93666666666667,76.55666666666667,71.64999999999999,150000,150000,Paid,70,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2592,Zayyan Palla,Mechanical,9876540592,1024,97.77777777777777,68.85666666666667,3,41.093333333333334,77.47000000000001,88.00666666666666,150000,150000,Paid,39,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2593,Omisha Bava,Civil,9876540593,1041,93.33333333333333,83.61777777777777,3,79.60333333333334,87.12666666666667,84.12333333333333,150000,150000,Paid,71,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
